# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
300397,1,6,1500,HLT_BTagMu_AK4DiJet20_Mu5_v8/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
300391,1,6,1500,HLT_BTagMu_AK4DiJet20_Mu5_v8/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
300389,1,6,860,HLT_BTagMu_AK4DiJet20_Mu5_v8/2,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
300400,1,6,1500,HLT_BTagMu_AK4DiJet20_Mu5_v8/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
300400,93,8,1290,HLT_BTagMu_AK4DiJet20_Mu5_v8/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
300400,405,10,860,HLT_BTagMu_AK4DiJet20_Mu5_v8/2,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
300401,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v8/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
300401,19,10,860,HLT_BTagMu_AK4DiJet20_Mu5_v8/2,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
300401,396,11,860,HLT_BTagMu_AK4DiJet20_Mu5_v8/2,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
300392,1,6,1500,HLT_BTagMu_AK4DiJet20_Mu5_v8/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
300393,1,6,1500,HLT_BTagMu_AK4DiJet20_Mu5_v8/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
300390,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v8/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
300390,2,6,1500,HLT_BTagMu_AK4DiJet20_Mu5_v8/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
300398,1,6,1500,HLT_BTagMu_AK4DiJet20_Mu5_v8/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
300399,1,6,1500,HLT_BTagMu_AK4DiJet20_Mu5_v8/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
301161,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v9/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
301161,36,7,880,HLT_BTagMu_AK4DiJet20_Mu5_v9/2,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/440
301161,410,8,520,HLT_BTagMu_AK4DiJet20_Mu5_v9/2,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/260
301165,1,8,520,HLT_BTagMu_AK4DiJet20_Mu5_v9/2,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/260
302503,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v10/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
302503,8,9,260,HLT_BTagMu_AK4DiJet20_Mu5_v10/2,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/130
305040,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v10/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
305040,44,1,2000,HLT_BTagMu_AK4DiJet20_Mu5_v10/1,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/2000
305040,76,2,1700,HLT_BTagMu_AK4DiJet20_Mu5_v10/1,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/1700
305040,89,1,2000,HLT_BTagMu_AK4DiJet20_Mu5_v10/1,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/2000
305036,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v10/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
305024,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v10/1,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
305046,1,8,520,HLT_BTagMu_AK4DiJet20_Mu5_v10/2,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/260
305046,5,7,880,HLT_BTagMu_AK4DiJet20_Mu5_v10/2,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/440
305046,267,8,520,HLT_BTagMu_AK4DiJet20_Mu5_v10/2,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/260
305034,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v10/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
